300	4.59811e-05	-0.5583
298.99	0.00011849	-0.558738
297.98	0.000194868	-0.559536
296.97	9.27473e-05	-0.558982
295.96	0.000179284	-0.559336
294.949	0.000131108	-0.55943
293.939	8.64848e-05	-0.559755
292.929	8.4156e-05	-0.559891
291.919	0.0001009	-0.559731
290.909	0.000158753	-0.559884
289.899	0.000214786	-0.559926
288.889	9.58117e-05	-0.559939
287.879	0.000103501	-0.559886
286.869	0.000184833	-0.559965
285.859	9.54382e-05	-0.559805
284.848	7.0511e-05	-0.559983
283.838	0.000146495	-0.559754
282.828	0.000144139	-0.560344
281.818	5.47048e-05	-0.560284
280.808	0.000138979	-0.560245
279.798	0.000164405	-0.560504
278.788	5.48373e-05	-0.560421
277.778	0.000100837	-0.560874
276.768	7.69404e-05	-0.560749
275.758	0.000177275	-0.560562
274.747	0.000208246	-0.560968
273.737	0.000135139	-0.560834
272.727	9.03206e-05	-0.560511
271.717	0.000195535	-0.560636
270.707	0.000207922	-0.560383
269.697	0.000118846	-0.560517
268.687	0.000194519	-0.560623
267.677	0.000105641	-0.560607
266.667	0.000138351	-0.560297
265.657	7.87666e-05	-0.560846
264.646	0.000108713	-0.560154
263.636	0.000126178	-0.560296
262.626	0.000238453	-0.560467
261.616	0.000124558	-0.560607
260.606	0.000159071	-0.560517
259.596	0.000160654	-0.560593
258.586	0.000188363	-0.560376
257.576	0.000232296	-0.560489
256.566	3.4554e-05	-0.560286
255.556	0.000252725	-0.56051
254.545	8.83698e-05	-0.560821
253.535	0.000119635	-0.561165
252.525	0.000127096	-0.561111
251.515	7.08436e-05	-0.561228
250.505	8.39365e-05	-0.561349
249.495	0.000150666	-0.561603
248.485	0.000170533	-0.562117
247.475	9.51846e-05	-0.562094
246.465	0.00016393	-0.562045
245.455	0.000203759	-0.561969
244.444	8.53593e-05	-0.561963
243.434	0.000105372	-0.561907
242.424	0.000231321	-0.561716
241.414	0.000140367	-0.561464
240.404	8.46296e-05	-0.561828
239.394	0.000222971	-0.562117
238.384	0.000122645	-0.562003
237.374	0.000145882	-0.561721
236.364	4.00496e-05	-0.561676
235.354	7.19846e-05	-0.56165
234.343	3.66923e-05	-0.561422
233.333	0.000135231	-0.561346
232.323	4.43601e-05	-0.561757
231.313	9.77351e-05	-0.561903
230.303	0.000168051	-0.562355
229.293	9.29637e-05	-0.562099
228.283	0.000268241	-0.562215
227.273	6.42519e-05	-0.562357
226.263	0.000165644	-0.562104
225.253	0.000177266	-0.561943
224.242	0.000196159	-0.561582
223.232	0.000132616	-0.561704
222.222	0.00010176	-0.561622
221.212	0.000161497	-0.561845
220.202	0.000178378	-0.561949
219.192	0.000125921	-0.561771
218.182	2.65568e-05	-0.561563
217.172	9.03972e-05	-0.561614
216.162	0.000163454	-0.56159
215.152	6.83557e-05	-0.561748
214.141	9.86774e-05	-0.561873
213.131	0.000172193	-0.562144
212.121	0.000195214	-0.562411
211.111	0.000301528	-0.562282
210.101	0.000161034	-0.562714
209.091	0.000298331	-0.562692
208.081	0.000110721	-0.562784
207.071	8.50746e-05	-0.5628
206.061	0.000164607	-0.562815
205.051	0.000113712	-0.56286
204.04	0.000103811	-0.562762
203.03	0.000116003	-0.562954
202.02	8.15884e-05	-0.562854
201.01	7.87783e-05	-0.562709
200	3.91741e-05	-0.562656
